NA,uid,city_id,city_dev_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience_years,company_size,company_type,last_new_job,training_hours,change_job
6039,26136,city_67,0.855,Male,Has relevent experience,Part time course,Graduate,Business Degree,2,5000-9999,Pvt Ltd,2,42,0
6040,27020,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,17,10000+,Pvt Ltd,>4,43,0
6041,28367,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,NA,NA,1,25,1
6042,1001,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Public Sector,>4,36,0
6043,6782,city_93,0.865,NA,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1,30,0
6044,23609,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,3,18,0
6045,9668,city_103,0.92,Other,Has relevent experience,Full time course,Graduate,STEM,8,NA,Pvt Ltd,1,143,0
6046,9721,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,1000-4999,NGO,>4,50,1
6047,22944,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,34,0
6048,32622,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,136,0
6049,15925,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,NA,NA,2,29,0
6050,26435,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,NA,NA,never,32,0
6051,30615,city_14,0.698,Male,No relevent experience,Full time course,High School,NA,7,NA,Pvt Ltd,never,6,0
6052,24919,city_21,0.624,Male,Has relevent experience,Full time course,NA,NA,2,50-99,Pvt Ltd,1,99,0
6053,12982,city_103,0.92,NA,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Pvt Ltd,1,82,0
6054,5315,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,NA,Pvt Ltd,never,94,0
6055,20229,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,17,NA,NA,>4,72,0
6056,20423,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,4,40,0
6057,17587,city_103,0.92,Male,No relevent experience,no_enrollment,NA,NA,1,NA,NA,never,6,0
6058,7301,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,10,100-500,Pvt Ltd,2,38,0
6059,30933,city_114,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,8,10000+,Pvt Ltd,1,20,0
6060,5854,city_71,0.884,Male,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,NGO,>4,322,0
6061,17288,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,3,<10,Funded Startup,2,34,1
6062,18726,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,>4,41,0
6063,15078,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,NA,NA,1,35,1
6064,7925,city_36,0.893,NA,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,63,1
6065,18673,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,NA,1,54,0
6066,27922,city_176,0.764,Male,Has relevent experience,NA,Graduate,STEM,4,50-99,Pvt Ltd,2,36,0
6067,13137,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,Humanities,2,10000+,NGO,1,56,0
6068,4152,city_67,0.855,NA,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,4,152,0
6069,19451,city_103,0.92,NA,Has relevent experience,no_enrollment,Masters,STEM,5,NA,NA,1,18,1
6070,14790,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,NA,NA,1,64,0
6071,13161,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,52,0
6072,31729,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,1,33,0
6073,19160,city_67,0.855,Female,No relevent experience,Full time course,Masters,STEM,11,NA,NA,>4,78,0
6074,26869,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Early Stage Startup,2,192,1
6075,7180,city_21,0.624,NA,No relevent experience,no_enrollment,Primary School,NA,1,NA,NA,never,46,0
6076,29420,city_21,0.624,NA,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,never,98,1
6077,17002,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,2,1000-4999,Pvt Ltd,1,36,0
6078,2581,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,<10,Pvt Ltd,1,12,0
6079,22315,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Funded Startup,2,6,0
6080,21253,city_103,0.92,NA,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,1,42,1
6081,18274,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,1,70,0
6082,18862,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,1000-4999,Pvt Ltd,1,43,0
6083,11892,city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Early Stage Startup,1,52,0
6084,3785,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,17,100-500,NGO,>4,84,0
6085,23897,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,10,0
6086,5778,city_71,0.884,NA,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,2,36,1
6087,5743,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,1,33,0
6088,14404,city_160,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,1,158,0
6089,9048,city_21,0.624,NA,No relevent experience,Full time course,Graduate,STEM,2,NA,NA,never,58,1
6090,30139,city_23,0.899,Male,Has relevent experience,no_enrollment,High School,NA,16,1000-4999,Pvt Ltd,1,52,0
6091,22956,city_40,0.776,Male,Has relevent experience,NA,Graduate,STEM,5,50-99,NA,1,98,0
6092,10820,city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,NA,NA,1,31,0
6093,321,city_20,0.796,NA,No relevent experience,no_enrollment,Primary School,NA,8,NA,Pvt Ltd,never,79,0
6094,5267,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,17,0
6095,16704,city_67,0.855,Female,No relevent experience,Full time course,Graduate,STEM,7,NA,NA,2,16,1
6096,21364,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,110,1
6097,21994,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,8,50-99,Pvt Ltd,2,81,0
6098,31083,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NA,NA,4,80,1
6099,19598,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,24,0
6100,10973,city_57,0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,NA,2,108,0
6101,30138,city_101,0.558,Male,No relevent experience,no_enrollment,Graduate,STEM,6,NA,NA,1,21,0
6102,31106,city_160,0.92,NA,No relevent experience,no_enrollment,Graduate,Arts,3,50-99,Pvt Ltd,never,130,0
6103,8634,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NA,NA,>4,50,0
6104,8303,city_13,0.827,Female,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1,130,0
6105,30179,city_103,0.92,NA,No relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Public Sector,1,5,0
6106,8473,city_136,0.897,Male,Has relevent experience,no_enrollment,High School,NA,15,NA,NA,4,15,0
6107,30314,city_21,0.624,Female,Has relevent experience,Full time course,Graduate,STEM,6,NA,NA,1,6,0
6108,1976,city_11,0.55,NA,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Other,1,37,1
6109,17516,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,1,65,0
6110,25267,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,<10,Pvt Ltd,1,23,0
6111,31792,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,NA,NA,>4,206,1
6112,15837,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,Other,3,<10,Pvt Ltd,2,18,1
6113,9114,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,8,0
6114,18478,city_102,0.804,NA,No relevent experience,Full time course,Graduate,STEM,4,NA,NA,never,33,0
6115,26262,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,500-999,Funded Startup,>4,22,0
6116,4383,city_103,0.92,NA,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,46,0
6117,20015,city_138,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,13,50-99,Public Sector,2,21,0
6118,31883,city_40,0.776,Male,Has relevent experience,Part time course,Graduate,STEM,5,50-99,Pvt Ltd,3,98,0
6119,20355,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,106,1
6120,23431,city_114,0.926,Male,No relevent experience,no_enrollment,High School,NA,1,NA,NA,never,85,0
6121,1477,city_162,0.767,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,34,0
6122,1613,city_72,0.795,NA,Has relevent experience,NA,Graduate,STEM,10,NA,Pvt Ltd,never,54,0
6123,2468,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,NA,NA,1,198,0
6124,8867,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,10,<10,Pvt Ltd,2,58,0
6125,1196,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,NA,NA,1,77,1
6126,20180,city_16,0.91,NA,No relevent experience,Full time course,Graduate,STEM,1,NA,NA,NA,42,1
6127,3662,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,2,206,1
6128,21921,city_103,0.92,NA,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,2,146,0
6129,10223,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,NA,Public Sector,1,200,1
6130,29523,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,NGO,1,67,0
6131,1844,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,100,0
6132,15744,city_114,0.926,Male,No relevent experience,no_enrollment,High School,NA,8,50-99,Funded Startup,1,43,0
6133,16624,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Pvt Ltd,1,15,0
6134,4117,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,>4,130,0
6135,14303,city_114,0.926,NA,Has relevent experience,Part time course,Graduate,STEM,11,NA,NA,4,61,1
6136,5340,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,never,109,0
6137,32082,city_100,0.887,Female,No relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,1,218,0
6138,8871,city_102,0.804,NA,Has relevent experience,no_enrollment,Masters,STEM,12,500-999,Pvt Ltd,2,58,0
6139,6131,city_102,0.804,NA,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,never,37,0
6140,25511,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,50-99,Pvt Ltd,2,68,0
6141,14423,city_103,0.92,NA,No relevent experience,Full time course,Graduate,STEM,3,50-99,NA,1,70,1
6142,8548,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,>4,52,0
6143,25770,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,10000+,Pvt Ltd,never,82,0
6144,16435,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,500-999,Pvt Ltd,1,53,0
6145,87,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10/49,Pvt Ltd,1,76,0
6146,4883,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,NA,3,NA,Pvt Ltd,never,16,0
6147,6446,city_89,0.925,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,NGO,2,13,0
6148,21280,city_21,0.624,NA,No relevent experience,Full time course,Graduate,STEM,<1,<10,Pvt Ltd,1,99,0
6149,9989,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Funded Startup,1,106,0
6150,14653,city_67,0.855,NA,Has relevent experience,no_enrollment,Masters,STEM,16,NA,NA,1,18,0
6151,13942,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,1,78,1
6152,662,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,Arts,10,50-99,NGO,2,188,0
6153,14020,city_1,0.847,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,1,59,0
6154,33079,city_83,0.923,Male,Has relevent experience,Full time course,Graduate,STEM,11,1000-4999,Pvt Ltd,1,44,0
6155,21183,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,68,0
6156,30285,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,NA,NA,1,28,1
6157,25273,city_114,0.926,NA,Has relevent experience,no_enrollment,Graduate,STEM,14,NA,NA,1,65,1
6158,11073,city_67,0.855,Male,No relevent experience,Full time course,High School,NA,<1,NA,NA,1,110,0
6159,21596,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,never,44,0
6160,3867,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Early Stage Startup,1,24,0
6161,14338,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,8,NA,NA,3,110,0
6162,3475,city_103,0.92,Male,Has relevent experience,no_enrollment,NA,NA,>20,100-500,Pvt Ltd,1,130,0
6163,11753,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,5,NA,NA,never,101,0
6164,22570,city_21,0.624,NA,Has relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,NA,46,1
6165,7572,city_103,0.92,NA,No relevent experience,no_enrollment,Masters,STEM,9,NA,NA,2,91,1
6166,16038,city_159,0.843,Male,No relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,never,20,0
6167,7578,city_75,0.939,Male,No relevent experience,no_enrollment,Graduate,Other,>20,<10,Pvt Ltd,>4,83,0
6168,7164,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,>4,100,0
6169,15234,city_136,0.897,NA,Has relevent experience,Full time course,Masters,STEM,9,10000+,Pvt Ltd,1,13,0
6170,3461,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,>4,45,0
6171,11834,city_114,0.926,NA,Has relevent experience,Part time course,Graduate,STEM,15,10/49,Pvt Ltd,>4,73,0
6172,4570,city_11,0.55,Male,No relevent experience,Full time course,High School,NA,2,NA,NA,1,10,0
6173,25631,city_128,0.527,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,Funded Startup,1,232,0
6174,31923,city_21,0.624,NA,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Early Stage Startup,1,62,1
6175,24062,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,1,103,1
6176,17414,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,2,NA,NA,1,43,1
6177,15492,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,1,12,0
6178,20394,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,3,42,0
6179,18815,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,NA,Pvt Ltd,3,250,0
6180,11159,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,NA,NA,1,14,1
6181,18969,city_36,0.893,NA,Has relevent experience,Part time course,High School,NA,5,<10,Early Stage Startup,1,23,0
6182,9452,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,2,28,0
6183,28256,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,28,0
6184,18586,city_102,0.804,NA,Has relevent experience,no_enrollment,Masters,STEM,2,10000+,Pvt Ltd,2,35,0
6185,27047,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,43,0
6186,16599,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,2,61,0
6187,22381,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,NA,NA,1,63,0
6188,11663,city_21,0.624,NA,No relevent experience,no_enrollment,Primary School,NA,2,NA,NA,never,204,0
6189,7367,city_142,0.727,NA,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,34,0
6190,20553,city_9,0.743,NA,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Other,1,52,0
6191,27549,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,3,62,0
6192,11700,city_103,0.92,NA,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,131,0
6193,7658,city_101,0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1,80,0
6194,14312,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,NA,NA,>4,113,0
6195,8538,city_83,0.923,NA,Has relevent experience,Full time course,Masters,STEM,7,50-99,Early Stage Startup,2,31,0
6196,20110,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,29,0
6197,16815,city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,1,16,0
6198,30800,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,NA,500-999,NA,1,153,0
6199,7643,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,3,NA,NA,2,72,1
6200,22162,city_73,0.754,Male,Has relevent experience,Part time course,High School,NA,7,NA,Pvt Ltd,2,3,1
6201,13993,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,2,89,0
6202,28675,city_55,0.739,NA,No relevent experience,no_enrollment,Masters,STEM,<1,NA,NA,1,43,0
6203,29808,city_159,0.843,Male,Has relevent experience,no_enrollment,High School,NA,3,<10,Pvt Ltd,1,15,0
6204,1752,city_70,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Funded Startup,1,28,0
6205,31778,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,>4,32,0
6206,20944,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,1,26,1
6207,1806,city_165,0.903,NA,Has relevent experience,no_enrollment,NA,NA,9,NA,Pvt Ltd,never,98,0
6208,26421,city_21,0.624,Male,No relevent experience,no_enrollment,High School,NA,6,NA,NA,1,126,0
6209,20466,city_13,0.827,NA,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,>4,108,0
6210,9053,city_180,0.698,NA,No relevent experience,Full time course,Graduate,STEM,1,NA,NA,1,77,0
6211,28026,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,never,61,1
6212,28525,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,>4,3,0
6213,16267,city_160,0.92,NA,No relevent experience,no_enrollment,High School,NA,3,NA,NA,never,4,0
6214,7790,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,9,0
6215,28464,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,34,0
6216,22438,city_165,0.903,NA,No relevent experience,no_enrollment,Graduate,Business Degree,4,10000+,Pvt Ltd,1,200,0
6217,15723,city_114,0.926,Male,No relevent experience,no_enrollment,Primary School,NA,5,NA,NA,never,166,0
6218,9954,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,NA,>4,85,0
6219,29610,city_21,0.624,NA,No relevent experience,Full time course,Graduate,STEM,4,NA,NA,1,45,1
6220,27485,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,4,39,0
6221,2647,city_176,0.764,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,62,0
6222,20559,city_104,0.924,Male,No relevent experience,Full time course,High School,NA,4,50-99,Pvt Ltd,2,13,0
6223,27138,city_98,0.949,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,NA,>4,28,0
6224,32170,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,56,0
6225,20552,city_114,0.926,NA,Has relevent experience,no_enrollment,Masters,STEM,15,NA,NA,never,91,0
6226,5287,city_107,0.518,NA,No relevent experience,Full time course,Masters,STEM,8,NA,Pvt Ltd,never,6,1
6227,28471,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,36,0
6228,1444,city_103,0.92,Male,No relevent experience,no_enrollment,High School,NA,6,NA,NA,never,66,0
6229,28875,city_160,0.92,NA,No relevent experience,Full time course,Graduate,STEM,2,NA,NA,1,13,1
6230,14906,city_28,0.939,NA,Has relevent experience,no_enrollment,Masters,No Major,4,<10,Pvt Ltd,1,38,0
6231,14134,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,>4,157,0
6232,16220,city_103,0.92,Male,Has relevent experience,no_enrollment,High School,NA,>20,5000-9999,Pvt Ltd,2,18,0
6233,26635,city_20,0.796,NA,Has relevent experience,Part time course,Graduate,STEM,4,50-99,Pvt Ltd,1,11,0
6234,3157,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Pvt Ltd,1,198,0
6235,540,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,48,0
6236,26749,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,200,0
6237,19127,city_67,0.855,Other,Has relevent experience,Full time course,Masters,STEM,8,10000+,Pvt Ltd,1,176,0
6238,32662,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,3,112,1
6239,30304,city_64,0.666,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,1,42,0
6240,10774,city_65,0.802,NA,Has relevent experience,Full time course,Graduate,STEM,4,NA,NA,1,129,0
6241,21447,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,NA,NA,1,4,1
6242,3627,city_73,0.754,NA,Has relevent experience,no_enrollment,Graduate,STEM,6,NA,NA,1,44,1
6243,26355,city_103,0.92,Female,No relevent experience,no_enrollment,Masters,Humanities,>20,NA,NA,1,47,0
6244,463,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,NA,NA,2,9,0
6245,17955,city_100,0.887,Male,No relevent experience,no_enrollment,NA,NA,3,NA,NA,never,262,0
6246,16779,city_16,0.91,NA,Has relevent experience,no_enrollment,Masters,STEM,16,<10,NA,1,45,0
6247,32423,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,NA,2,23,0
6248,24511,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,18,100-500,NGO,1,72,0
6249,27678,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,2,11,0
6250,31398,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,NA,NA,4,52,1
6251,19716,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,NA,Pvt Ltd,1,6,0
6252,18450,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,4,500-999,Pvt Ltd,4,18,0
6253,27827,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,19,1
6254,13546,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,41,0
6255,33272,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,19,<10,Early Stage Startup,2,24,0
6256,1225,city_10,0.895,Male,No relevent experience,no_enrollment,High School,NA,7,NA,NA,4,32,0
6257,16352,city_20,0.796,NA,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,3,20,0
6258,16013,city_103,0.92,NA,No relevent experience,Full time course,Graduate,STEM,6,10000+,Public Sector,1,42,0
6259,2795,city_23,0.899,NA,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Early Stage Startup,>4,26,0
6260,11101,city_144,0.84,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,Funded Startup,1,100,0
6261,30444,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,50-99,Pvt Ltd,>4,16,0
6262,26767,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Funded Startup,2,147,1
6263,4213,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,123,0
6264,26678,city_158,0.766,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,NA,NA,>4,264,0
6265,16697,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10/49,Pvt Ltd,1,41,0
6266,7883,city_160,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,33,0
6267,2906,city_105,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,3,39,0
6268,22281,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,20,NA,NA,never,20,1
6269,14800,city_16,0.91,Female,Has relevent experience,no_enrollment,High School,NA,9,10/49,Pvt Ltd,2,12,0
6270,16719,city_16,0.91,NA,No relevent experience,no_enrollment,Primary School,NA,6,NA,NA,never,3,0
6271,30832,city_149,0.689,Other,No relevent experience,NA,Graduate,STEM,1,NA,NA,1,116,1
6272,19973,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,1,48,0
6273,22897,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,NA,NA,2,8,1
6274,18217,city_94,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,NA,NA,never,41,1
6275,11911,city_103,0.92,NA,Has relevent experience,Part time course,Graduate,STEM,19,1000-4999,Pvt Ltd,1,68,0
6276,4830,city_90,0.698,NA,No relevent experience,NA,NA,NA,2,NA,Pvt Ltd,never,228,1
6277,23484,city_20,0.796,NA,No relevent experience,Full time course,Primary School,NA,2,NA,NA,never,11,0
