"","V1","uid","city_dev_index","gender","relevant_experience","enrolled_university","education_level","major_discipline","experience_years","company_size","company_type","last_new_job","training_hours","experience_level","pred_rf"
"9352",9352,7116,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd","1",12,"Y4","0"
"9353",9353,8946,0.698,"Male","No relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","1",16,"Y2","0"
"9354",9354,24084,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",8,"500-999","Pvt Ltd","1",23,"Y2","1"
"9355",9355,8676,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",22,"50-99","Pvt Ltd",">4",43,"Y4","0"
"9356",9356,27160,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","NGO","4",65,"Y4","0"
"9357",9357,32055,0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",7,"100-500","Pvt Ltd","1",49,"Y2","0"
"9358",9358,2774,0.926,"Male","Has relevent experience","Full time course","High School","STEM",9,"<10","Early Stage Startup","1",151,"Y2","0"
"9359",9359,22770,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"100-500","Pvt Ltd","2",164,"Y1","1"
"9360",9360,2675,0.899,"Male","Has relevent experience","Part time course","Graduate","STEM",10,"1000-4999","Pvt Ltd",">4",70,"Y3","0"
"9361",9361,13423,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",6,"<10","Pvt Ltd","4",34,"Y2","1"
"9362",9362,17734,0.624,"Male","No relevent experience","Full time course","Graduate","STEM",7,"100-500","Pvt Ltd","never",17,"Y2","1"
"9363",9363,25399,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",5,"10/49","NGO","1",104,"Y2","0"
"9364",9364,5131,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"500-999","Pvt Ltd","1",92,"Y4","0"
"9365",9365,258,0.92,"Male","No relevent experience","Full time course","Graduate","STEM",3,"1000-4999","Pvt Ltd","never",31,"Y1","1"
"9366",9366,20869,0.884,"Other","Has relevent experience","no_enrollment","Graduate","Arts",0,"500-999","Pvt Ltd","1",8,"Y1","0"
"9367",9367,6147,0.926,"Male","Has relevent experience","Part time course","Graduate","STEM",15,"<10","Early Stage Startup","1",51,"Y3","0"
"9368",9368,16179,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6.65,"500-999","Pvt Ltd",">4",198,"Y2","0"
"9369",9369,20890,0.925,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"<10","Pvt Ltd","1",158,"Y3","0"
"9370",9370,2031,0.924,"Male","No relevent experience","Full time course","High School","STEM",5,"5000-9999","Public Sector","1",72,"Y2","0"
"9371",9371,11793,0.624,"Male","No relevent experience","Full time course","High School","STEM",2,"<10","Early Stage Startup","never",78,"Y1","0"
"9372",9372,26219,0.836,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"10000+","Pvt Ltd","1",141,"Y2","0"
"9373",9373,18332,0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"5000-9999","Public Sector","4",13,"Y3","0"
"9374",9374,21147,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10000+","Pvt Ltd","1",160,"Y2","0"
"9375",9375,374,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"5000-9999","Public Sector","2",27,"Y2","0"
"9376",9376,3094,0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Pvt Ltd","2",24,"Y4","0"
"9377",9377,5837,0.939,"Male","No relevent experience","Full time course","Graduate","STEM",8,"10000+","Public Sector","2",64,"Y2","0"
"9378",9378,22408,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"1000-4999","Pvt Ltd","4",20,"Y2","1"
"9379",9379,16335,0.804,"Male","Has relevent experience","Full time course","Masters","Humanities",2,"50-99","Funded Startup","1",43,"Y1","0"
"9380",9380,11961,0.738,"Male","Has relevent experience","Full time course","Masters","STEM",7,"1000-4999","Pvt Ltd","2",148,"Y2","0"
"9381",9381,23454,0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",17,"50-99","Pvt Ltd",">4",48,"Y4","0"
"9382",9382,16957,0.92,"Male","Has relevent experience","Part time course","Graduate","STEM",22,"100-500","Pvt Ltd","1",138,"Y4","0"
"9383",9383,2455,0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"100-500","Pvt Ltd","2",17,"Y4","0"
"9384",9384,29724,0.896,"Male","No relevent experience","Full time course","Graduate","STEM",7,"5000-9999","Pvt Ltd","never",78,"Y2","0"
"9385",9385,270,0.91,"Male","No relevent experience","Full time course","High School","STEM",6,"100-500","Pvt Ltd","never",51,"Y2","0"
"9386",9386,31736,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10000+","Pvt Ltd",">4",97,"Y2","0"
"9387",9387,14609,0.893,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"500-999","Pvt Ltd","4",15,"Y2","0"
"9388",9388,6505,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"10000+","Pvt Ltd","2",170,"Y2","0"
"9389",9389,1894,0.939,"Male","Has relevent experience","no_enrollment","High School","STEM",3,"50-99","Pvt Ltd","1",22,"Y1","0"
"9390",9390,23654,0.92,"Male","No relevent experience","Full time course","High School","STEM",4,"50-99","NGO","never",3,"Y2","0"
"9391",9391,3704,0.855,"Male","No relevent experience","Full time course","Graduate","STEM",8,"100-500","Pvt Ltd","never",6,"Y2","0"
"9392",9392,15368,0.92,"Male","Has relevent experience","Part time course","Masters","STEM",22,"10000+","Pvt Ltd",">4",33,"Y4","0"
"9393",9393,12028,0.624,"Male","No relevent experience","Full time course","High School","STEM",2,"<10","Public Sector","never",61,"Y1","0"
"9394",9394,18878,0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"1000-4999","Pvt Ltd","1",18,"Y3","0"
"9395",9395,15203,0.804,"Male","No relevent experience","Full time course","High School","STEM",3,"100-500","Pvt Ltd","never",32,"Y1","0"
"9396",9396,29941,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"10000+","Pvt Ltd","4",165,"Y3","0"
"9397",9397,31884,0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"100-500","Pvt Ltd",">4",88,"Y2","0"
"9398",9398,24634,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Pvt Ltd","2",29,"Y4","0"
"9399",9399,19026,0.855,"Male","No relevent experience","Part time course","Graduate","STEM",14,"100-500","Pvt Ltd",">4",17,"Y3","0"
"9400",9400,21599,0.926,"Male","Has relevent experience","no_enrollment","Phd","STEM",22,"1000-4999","Public Sector","1",47,"Y4","0"
"9401",9401,22864,0.743,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","Pvt Ltd","1",278,"Y4","0"
"9402",9402,3826,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"500-999","Pvt Ltd","1",9,"Y4","0"
"9403",9403,19056,0.73,"Male","No relevent experience","no_enrollment","Graduate","STEM",6,"10/49","NGO","1",87,"Y2","1"
"9404",9404,24927,0.698,"Male","No relevent experience","Part time course","Masters","STEM",4,"500-999","Public Sector","1",111,"Y2","1"
"9405",9405,7635,0.925,"Male","Has relevent experience","Full time course","Graduate","STEM",11,"50-99","Funded Startup","1",270,"Y3","0"
"9406",9406,7893,0.926,"Male","No relevent experience","no_enrollment","High School","STEM",4,"1000-4999","Pvt Ltd","never",70,"Y2","0"
"9407",9407,5933,0.878,"Male","No relevent experience","no_enrollment","Graduate","STEM",3,"10/49","Pvt Ltd","1",248,"Y1","0"
"9408",9408,12319,0.92,"Male","No relevent experience","Full time course","Graduate","Humanities",2,"500-999","Pvt Ltd","1",49,"Y1","0"
"9409",9409,28479,0.897,"Male","Has relevent experience","Part time course","Masters","STEM",6,"<10","Early Stage Startup","1",29,"Y2","0"
"9410",9410,10806,0.884,"Male","No relevent experience","no_enrollment","Masters","STEM",8,"50-99","Pvt Ltd","1",55,"Y2","0"
"9411",9411,25383,0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"100-500","Pvt Ltd","3",35,"Y3","0"
"9412",9412,20526,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",0,"50-99","Pvt Ltd","1",28,"Y1","1"
"9413",9413,7436,0.92,"Male","No relevent experience","no_enrollment","High School","Humanities",0,"50-99","Pvt Ltd","1",57,"Y1","0"
"9414",9414,29035,0.794,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",11,"1000-4999","Pvt Ltd","2",41,"Y3","0"
"9415",9415,6992,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"500-999","Pvt Ltd","1",21,"Y2","0"
"9416",9416,15366,0.624,"Male","No relevent experience","no_enrollment","High School","STEM",0,"<10","Early Stage Startup","never",12,"Y1","0"
"9417",9417,1328,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","2",104,"Y2","0"
"9418",9418,26268,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Pvt Ltd","2",8,"Y2","0"
"9419",9419,29745,0.698,"Male","No relevent experience","Part time course","Graduate","STEM",7,"10000+","Public Sector","1",22,"Y2","0"
"9420",9420,30761,0.624,"Male","Has relevent experience","Full time course","Masters","Other",4,"10000+","Pvt Ltd","1",92,"Y2","1"
"9421",9421,18628,0.887,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"10/49","Pvt Ltd","1",37,"Y4","0"
"9422",9422,10172,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10/49","Pvt Ltd",">4",140,"Y4","0"
"9423",9423,3967,0.91,"Male","No relevent experience","no_enrollment","Primary School","STEM",4,"5000-9999","Pvt Ltd","never",6,"Y2","0"
"9424",9424,7743,0.925,"Male","Has relevent experience","no_enrollment","Phd","STEM",10,"10000+","Pvt Ltd","1",162,"Y3","0"
"9425",9425,7340,0.926,"Male","No relevent experience","Full time course","Graduate","STEM",10,"5000-9999","Pvt Ltd","never",2,"Y3","0"
"9426",9426,3644,0.68,"Male","No relevent experience","no_enrollment","Masters","STEM",3,"<10","Pvt Ltd","never",51,"Y1","0"
"9427",9427,16603,0.926,"Male","Has relevent experience","no_enrollment","Graduate","Arts",3,"10/49","Pvt Ltd","1",20,"Y1","0"
"9428",9428,26257,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Pvt Ltd",">4",214,"Y4","0"
"9429",9429,19570,0.624,"Male","No relevent experience","no_enrollment","Masters","Other",0,"10/49","Pvt Ltd","1",31,"Y1","1"
"9430",9430,31897,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",14,"10000+","Pvt Ltd",">4",16,"Y3","0"
"9431",9431,29406,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"<10","Early Stage Startup","1",54,"Y2","0"
"9432",9432,5063,0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",22,"10000+","Pvt Ltd","4",330,"Y4","0"
"9433",9433,23516,0.887,"Male","No relevent experience","no_enrollment","Graduate","Humanities",5,"<10","Pvt Ltd","2",45,"Y2","0"
"9434",9434,16256,0.92,"Male","Has relevent experience","no_enrollment","Primary School","STEM",22,"1000-4999","Pvt Ltd",">4",88,"Y4","0"
"9435",9435,25469,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"100-500","Pvt Ltd","1",74,"Y2","0"
"9436",9436,24883,0.926,"Male","No relevent experience","no_enrollment","Graduate","STEM",0,"<10","Pvt Ltd",">4",41,"Y1","0"
"9437",9437,24431,0.855,"Female","No relevent experience","no_enrollment","Masters","STEM",2,"500-999","Pvt Ltd","1",21,"Y1","0"
"9438",9438,18601,0.624,"Male","No relevent experience","Part time course","Masters","STEM",14,"10000+","Pvt Ltd","1",17,"Y3","1"
"9439",9439,5862,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",22,"100-500","Pvt Ltd",">4",37,"Y4","0"
"9440",9440,13640,0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"50-99","Public Sector","1",46,"Y3","0"
"9441",9441,9525,0.698,"Male","No relevent experience","no_enrollment","Masters","STEM",11,"100-500","Pvt Ltd","never",18,"Y3","0"
"9442",9442,3418,0.856,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"1000-4999","Pvt Ltd","1",45,"Y2","0"
"9443",9443,8800,0.92,"Male","No relevent experience","Part time course","Graduate","STEM",2,"50-99","Public Sector","2",31,"Y1","0"
"9444",9444,32599,0.926,"Male","Has relevent experience","Part time course","Graduate","STEM",6,"50-99","Pvt Ltd","4",80,"Y2","0"
"9445",9445,11954,0.866,"Male","Has relevent experience","Part time course","Masters","STEM",22,"<10","Pvt Ltd",">4",226,"Y4","0"
"9446",9446,14245,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",19,"500-999","Funded Startup","1",198,"Y4","0"
"9447",9447,6099,0.895,"Male","No relevent experience","no_enrollment","High School","STEM",5,"50-99","NGO","2",62,"Y2","0"
"9448",9448,29366,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",5,"50-99","Pvt Ltd",">4",135,"Y2","0"
"9449",9449,5365,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10000+","Pvt Ltd","4",50,"Y2","1"
"9450",9450,6357,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"1000-4999","Pvt Ltd","never",37,"Y3","0"
"9451",9451,14492,0.624,"Male","Has relevent experience","Full time course","Masters","STEM",3,"10/49","Early Stage Startup","2",96,"Y1","1"
"9452",9452,28979,0.754,"Male","No relevent experience","Full time course","Graduate","STEM",7,"10/49","Public Sector","2",21,"Y2","1"
"9453",9453,26921,0.913,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10/49","Pvt Ltd","1",35,"Y2","0"
"9454",9454,26414,0.795,"Male","Has relevent experience","no_enrollment","Graduate","STEM",16,"1000-4999","Pvt Ltd",">4",4,"Y4","0"
"9455",9455,6897,0.804,"Male","Has relevent experience","no_enrollment","Masters","STEM",20,"1000-4999","Pvt Ltd","1",3,"Y4","0"
"9456",9456,25718,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",5,"100-500","Pvt Ltd",">4",224,"Y2","0"
"9457",9457,26105,0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Pvt Ltd","2",74,"Y4","0"
"9458",9458,33023,0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM",22,"50-99","Public Sector",">4",108,"Y4","0"
"9459",9459,22845,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Pvt Ltd","3",166,"Y2","1"
"9460",9460,1038,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"<10","Pvt Ltd",">4",24,"Y3","0"
"9461",9461,21652,0.624,"Female","No relevent experience","Full time course","Graduate","STEM",5,"50-99","Pvt Ltd","never",15,"Y2","1"
"9462",9462,7990,0.89,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"100-500","Pvt Ltd",">4",19,"Y2","0"
"9463",9463,6668,0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"100-500","Pvt Ltd","2",4,"Y2","1"
"9464",9464,29544,0.893,"Male","Has relevent experience","Part time course","Graduate","STEM",11,"50-99","Pvt Ltd","1",54,"Y3","0"
"9465",9465,4355,0.939,"Male","No relevent experience","Full time course","Masters","STEM",4,"5000-9999","Public Sector","never",6,"Y2","0"
"9466",9466,26886,0.855,"Other","No relevent experience","Part time course","Graduate","STEM",22,"100-500","Public Sector",">4",34,"Y4","0"
"9467",9467,21464,0.689,"Male","No relevent experience","Part time course","High School","STEM",2,"10/49","Early Stage Startup","1",32,"Y1","0"
"9468",9468,7637,0.698,"Male","No relevent experience","Full time course","Masters","STEM",3,"100-500","NGO","never",157,"Y1","0"
"9469",9469,28745,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"100-500","Pvt Ltd","2",90,"Y2","0"
"9470",9470,9287,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Pvt Ltd","3",35,"Y4","0"
"9471",9471,8456,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd","2",108,"Y4","0"
"9472",9472,31184,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",8,"10/49","Pvt Ltd","1",130,"Y2","0"
"9473",9473,22074,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"100-500","Pvt Ltd","3",72,"Y2","0"
"9474",9474,2698,0.893,"Male","No relevent experience","no_enrollment","Graduate","No Major",12,"10000+","Public Sector","3",68,"Y3","0"
"9475",9475,31956,0.727,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Pvt Ltd","2",282,"Y3","0"
"9476",9476,32306,0.624,"Female","Has relevent experience","no_enrollment","Graduate","STEM",14,"10000+","Pvt Ltd","1",14,"Y3","0"
"9477",9477,21587,0.555,"Male","No relevent experience","no_enrollment","Graduate","STEM",0,"10/49","Pvt Ltd","1",18,"Y1","1"
"9478",9478,17878,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"500-999","Pvt Ltd",">4",16,"Y4","0"
"9479",9479,8960,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"50-99","Pvt Ltd","3",48,"Y3","0"
"9480",9480,5211,0.698,"Male","No relevent experience","Full time course","Masters","STEM",0,"50-99","NGO","never",29,"Y1","0"
"9481",9481,25507,0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","1",53,"Y2","0"
"9482",9482,20936,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"10000+","Pvt Ltd",">4",42,"Y3","0"
"9483",9483,13303,0.92,"Male","No relevent experience","no_enrollment","Masters","STEM",9,"50-99","Public Sector",">4",26,"Y2","0"
"9484",9484,10270,0.924,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","Pvt Ltd",">4",37,"Y4","0"
"9485",9485,6895,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"100-500","Public Sector","2",9,"Y2","0"
"9486",9486,17138,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",8,"10000+","Pvt Ltd","never",37,"Y2","1"
"9487",9487,3805,0.754,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"500-999","Pvt Ltd","1",92,"Y2","0"
"9488",9488,17717,0.92,"Female","No relevent experience","no_enrollment","Graduate","STEM",2,"1000-4999","Public Sector","2",94,"Y1","0"
"9489",9489,27200,0.754,"Male","Has relevent experience","no_enrollment","Graduate","Arts",22,"500-999","Pvt Ltd","1",240,"Y4","0"
"9490",9490,28012,0.722,"Male","No relevent experience","no_enrollment","High School","STEM",3,"10/49","Pvt Ltd","1",18,"Y1","0"
"9491",9491,11047,0.836,"Male","No relevent experience","no_enrollment","High School","STEM",3,"100-500","Pvt Ltd","never",9,"Y1","0"
"9492",9492,4006,0.92,"Male","No relevent experience","Full time course","Graduate","STEM",6,"100-500","Pvt Ltd","never",53,"Y2","0"
"9493",9493,65,0.92,"Female","Has relevent experience","no_enrollment","Graduate","Other",2,"50-99","Pvt Ltd","1",8,"Y1","0"
"9494",9494,26338,0.884,"Male","Has relevent experience","Part time course","Graduate","STEM",4,"10000+","Public Sector","1",39,"Y2","0"
"9495",9495,14655,0.926,"Male","Has relevent experience","no_enrollment","High School","STEM",22,"50-99","Pvt Ltd",">4",52,"Y4","0"
"9496",9496,11099,0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6.15357142857143,"1000-4999","Pvt Ltd","never",46,"Y2","0"
"9497",9497,21782,0.92,"Male","Has relevent experience","Full time course","High School","STEM",4,"50-99","Pvt Ltd","1",44,"Y2","0"
"9498",9498,22210,0.939,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"1000-4999","Pvt Ltd","4",123,"Y4","0"
"9499",9499,10193,0.887,"Male","No relevent experience","Full time course","High School","STEM",9,"100-500","Pvt Ltd","never",29,"Y2","0"
"9500",9500,11997,0.738,"Male","Has relevent experience","no_enrollment","Masters","STEM",12,"10/49","Early Stage Startup","1",50,"Y3","0"
"9501",9501,31255,0.91,"Male","No relevent experience","no_enrollment","Masters","STEM",3,"100-500","Pvt Ltd","1",94,"Y1","0"
"9502",9502,2147,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"10000+","Pvt Ltd",">4",21,"Y3","0"
"9503",9503,9982,0.939,"Male","No relevent experience","Full time course","High School","STEM",5,"50-99","Public Sector","2",96,"Y2","0"
"9504",9504,15754,0.939,"Male","No relevent experience","no_enrollment","High School","STEM",1,"50-99","Public Sector","1",99,"Y1","0"
"9505",9505,18818,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd","3",132,"Y2","0"
"9506",9506,7056,0.895,"Male","Has relevent experience","no_enrollment","Graduate","Other",15,"10/49","Pvt Ltd","never",164,"Y3","0"
"9507",9507,22725,0.624,"Male","No relevent experience","Full time course","Masters","STEM",4,"50-99","Pvt Ltd","never",12,"Y2","0"
"9508",9508,6436,0.682,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"1000-4999","Pvt Ltd","never",192,"Y2","0"
"9509",9509,16398,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","NGO",">4",22,"Y4","0"
"9510",9510,12302,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"10000+","Pvt Ltd","4",4,"Y4","0"
"9511",9511,29296,0.91,"Male","No relevent experience","no_enrollment","Masters","Other",5,"100-500","Funded Startup","1",100,"Y2","0"
"9512",9512,11173,0.897,"Male","No relevent experience","Full time course","Graduate","STEM",5,"100-500","Pvt Ltd","never",13,"Y2","0"
"9513",9513,20338,0.555,"Male","No relevent experience","Full time course","High School","STEM",4,"<10","Early Stage Startup","1",73,"Y2","0"
"9514",9514,9183,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"50-99","Pvt Ltd",">4",17,"Y3","1"
"9515",9515,2293,0.527,"Male","Has relevent experience","no_enrollment","Graduate","STEM",0,"50-99","Pvt Ltd","1",22,"Y1","1"
"9516",9516,4445,0.624,"Male","Has relevent experience","Full time course","Masters","STEM",9,"100-500","Public Sector","2",48,"Y2","1"
"9517",9517,11825,0.926,"Female","Has relevent experience","no_enrollment","Masters","Humanities",18,"50-99","Pvt Ltd",">4",78,"Y4","0"
"9518",9518,11937,0.689,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","NGO","1",105,"Y2","0"
"9519",9519,83,0.579,"Male","Has relevent experience","Full time course","Graduate","STEM",5,"50-99","Pvt Ltd","1",62,"Y2","1"
"9520",9520,28650,0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"10000+","Pvt Ltd","1",16,"Y3","0"
"9521",9521,2477,0.624,"Male","Has relevent experience","no_enrollment","Masters","Other",11,"10000+","Pvt Ltd",">4",77,"Y3","0"
"9522",9522,1320,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",13,"100-500","Pvt Ltd",">4",34,"Y3","0"
"9523",9523,18501,0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"1000-4999","Pvt Ltd",">4",6,"Y3","0"
"9524",9524,12516,0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"500-999","Public Sector",">4",38,"Y4","0"
"9525",9525,2168,0.925,"Male","No relevent experience","Full time course","Graduate","STEM",2,"100-500","NGO","1",4,"Y1","0"
"9526",9526,1386,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"10000+","Pvt Ltd","1",112,"Y3","0"
"9527",9527,4019,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"100-500","Pvt Ltd","1",58,"Y2","0"
"9528",9528,3123,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",28,"Y4","0"
"9529",9529,33147,0.92,"Male","No relevent experience","no_enrollment","Primary School","STEM",3,"1000-4999","Pvt Ltd","never",198,"Y1","0"
"9530",9530,15767,0.897,"Male","Has relevent experience","Part time course","Graduate","STEM",4,"100-500","Pvt Ltd","3",40,"Y2","0"
"9531",9531,11497,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10/49","Pvt Ltd","4",27,"Y2","0"
"9532",9532,12124,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"<10","Pvt Ltd","2",17,"Y3","0"
"9533",9533,21288,0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"50-99","Pvt Ltd","1",62,"Y1","0"
"9534",9534,21553,0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"100-500","Pvt Ltd",">4",7,"Y3","0"
"9535",9535,24515,0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",10,"1000-4999","Pvt Ltd","1",106,"Y3","0"
"9536",9536,17807,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","Pvt Ltd",">4",55,"Y4","0"
"9537",9537,23182,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","1",204,"Y2","0"
"9538",9538,18798,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"10000+","Pvt Ltd","never",68,"Y2","1"
"9539",9539,7138,0.884,"Male","Has relevent experience","Full time course","Graduate","STEM",4,"10/49","Pvt Ltd","2",43,"Y2","0"
"9540",9540,30408,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","1",8,"Y2","0"
"9541",9541,16833,0.91,"Male","Has relevent experience","no_enrollment","Masters","Business Degree",22,"10000+","Pvt Ltd",">4",79,"Y4","0"
"9542",9542,13497,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"500-999","Pvt Ltd",">4",82,"Y3","0"
"9543",9543,14536,0.92,"Male","No relevent experience","no_enrollment","Masters","Business Degree",19,"10000+","Pvt Ltd",">4",146,"Y4","0"
"9544",9544,4157,0.926,"Male","No relevent experience","Full time course","High School","STEM",3,"1000-4999","Pvt Ltd","1",166,"Y1","1"
"9545",9545,24173,0.55,"Male","No relevent experience","no_enrollment","Graduate","No Major",0,"10/49","Other","4",158,"Y1","1"
"9546",9546,11477,0.479,"Male","Has relevent experience","Full time course","Graduate","STEM",2,"100-500","Other","1",43,"Y1","1"
"9547",9547,13916,0.92,"Male","No relevent experience","no_enrollment","High School","STEM",5,"50-99","Pvt Ltd","never",81,"Y2","0"
"9548",9548,24437,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts",2,"1000-4999","Pvt Ltd","2",46,"Y1","0"
"9549",9549,31151,0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",3,"50-99","Pvt Ltd","1",14,"Y1","0"
"9550",9550,10202,0.92,"Male","No relevent experience","Full time course","Masters","STEM",7,"10/49","Public Sector","1",48,"Y2","1"
"9551",9551,30031,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"5000-9999","Pvt Ltd","2",36,"Y4","0"
"9552",9552,30012,0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",17,"500-999","Pvt Ltd","1",75,"Y4","0"
"9553",9553,21342,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"50-99","Pvt Ltd","2",72,"Y2","1"
"9554",9554,29849,0.767,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Pvt Ltd",">4",73,"Y3","0"
