"","X","Year","State","Commodity","Type","Production","Marketing","Measure","Domain","Chemi_family","Materials","Value"
"1303",8897,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","POLYOXIN D ZINC SALT = 230000",0.055
"1304",8898,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","POTASSIUM BICARBON. = 73508",2.46
"1305",8899,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","PROPICONAZOLE = 122101",0.184
"1306",8900,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN = 99100",0.35
"1307",8901,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","PYRIMETHANIL = 288201",1.106
"1308",8902,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","QUINOLINE = 55459",0.168
"1309",8904,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","SULFUR = 77501",20.064
"1310",8905,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","TETRACONAZOLE = 120603",0.05
"1311",8906,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",1.582
"1312",8908,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN = 129112",0.161
"1313",8909,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE = 128879",0.412
"1314",8911,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," HERBICIDE","FLUMIOXAZIN = 129034",0.116
"1315",8912,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," HERBICIDE","OXYFLUORFEN = 111601",0.535
"1316",8913,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," HERBICIDE","PENDIMETHALIN = 108501",2.268
"1317",8915,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",0.026
"1318",8916,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","ACEQUINOCYL = 6329",0.334
"1319",8917,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",0.188
"1320",8918,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","AZADIRACHTIN = 121701",0.067
"1321",8919,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",0.639
"1322",8920,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",0.163
"1323",8927,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",0.098
"1324",8930,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","CYFLUMETOFEN= 138831",0.253
"1325",8932,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","FENPROPATHRIN = 127901",0.435
"1326",8934,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","FLONICAMID = 128016",0.151
"1327",8936,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE = 122304",0.249
"1328",8938,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","HEXYTHIAZOX = 128849",0.22
"1329",8939,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","IMIDACLOPRID = 129099",0.562
"1330",8940,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","MALATHION = 57701",2.808
"1331",8941,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE = 121027",0.207
"1332",8942,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","NALED = 34401",1.24
"1333",8943,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","NEEM OIL = 25006",1.225
"1334",8944,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","NEEM OIL, CLAR. HYD. = 25007",10.173
"1335",8945,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",0.136
"1336",8948,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","PYRETHRINS = 69001",0.172
"1337",8950,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",0.103
"1338",8951,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","SPINOSAD = 110003",0.098
"1339",8952,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","SPIROMESIFEN = 24875",0.329
"1340",8953,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",0.077
"1341",8958,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","CHLOROPICRIN = 81501",281.09
"1342",8959,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","DICHLOROPROPENE = 29001",112.439
"1343",8960,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","FLUTRIAFOL = 128940",0.2
"1344",8971,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","LB / ACRE / YEAR","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE = 55809",0.296
"1345",8972,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN = 128810",1.2
"1346",8973,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482",1.1
"1347",8974,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BACILLUS PUMILUS = 6485",1.4
"1348",8975,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BACILLUS SUBTILIS = 6479",1.8
"1349",8976,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BLAD = 30006",1.3
"1350",8978,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","BOSCALID = 128008",1.7
"1351",8979,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",4
"1352",8981,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","CYFLUFENAMID = 555550",1.3
"1353",8982,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",1.6
"1354",8983,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FENHEXAMID = 90209",2
"1355",8984,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",1.6
"1356",8985,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FLUOPYRAM = 80302",1.2
"1357",8986,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD = 138009",1.2
"1358",8989,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","MEFENOXAM = 113502",1.1
"1359",8991,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","MYCLOBUTANIL = 128857",1.6
"1360",8992,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD = 90112",1.3
"1361",8993,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","POLYOXIN D ZINC SALT = 230000",1.3
"1362",8994,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","POTASSIUM BICARBON. = 73508",1
"1363",8995,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","PROPICONAZOLE = 122101",1.6
"1364",8996,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN = 99100",2
"1365",8997,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","PYRIMETHANIL = 288201",1.7
"1366",8998,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","QUINOLINE = 55459",1.7
"1367",9000,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","SULFUR = 77501",5.4
"1368",9001,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","TETRACONAZOLE = 120603",1.3
"1369",9002,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",1.9
"1370",9004,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN = 129112",1.5
"1371",9005,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE = 128879",1.8
"1372",9007,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," HERBICIDE","FLUMIOXAZIN = 129034",1.3
"1373",9008,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," HERBICIDE","OXYFLUORFEN = 111601",1.1
"1374",9009,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," HERBICIDE","PENDIMETHALIN = 108501",1.6
"1375",9011,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",1.4
"1376",9012,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","ACEQUINOCYL = 6329",1.1
"1377",9013,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",1.5
"1378",9014,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","AZADIRACHTIN = 121701",1.8
"1379",9015,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",1.3
"1380",9016,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",1.5
"1381",9017,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857 = 6523",2.1
"1382",9018,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 = 6522",4.5
"1383",9019,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","BT KURSTAKI SA-11 = 6519",1.4
"1384",9023,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",1.6
"1385",9025,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329",1.1
"1386",9026,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","CYFLUMETOFEN= 138831",1.4
"1387",9028,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","FENPROPATHRIN = 127901",1.5
"1388",9030,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","FLONICAMID = 128016",1.8
"1389",9032,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","FLUPYRADIFURONE = 122304",1.4
"1390",9034,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","HEXYTHIAZOX = 128849",1.2
"1391",9035,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","IMIDACLOPRID = 129099",1.2
"1392",9036,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","MALATHION = 57701",1.4
"1393",9037,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","METHOXYFENOZIDE = 121027",1.2
"1394",9038,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","NALED = 34401",1.4
"1395",9039,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","NEEM OIL = 25006",1.2
"1396",9040,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","NEEM OIL, CLAR. HYD. = 25007",1.7
"1397",9041,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","NOVALURON = 124002",1.8
"1398",9044,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","PYRETHRINS = 69001",3.9
"1399",9046,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","SPINETORAM = 110007",1.5
"1400",9047,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","SPINOSAD = 110003",1.1
"1401",9048,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","SPIROMESIFEN = 24875",1.3
"1402",9049,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," INSECTICIDE","THIAMETHOXAM = 60109",1.2
"1403",9054,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," OTHER","CHLOROPICRIN = 81501",1.1
"1404",9055,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," OTHER","DICHLOROPROPENE = 29001",1.1
"1405",9056,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," OTHER","FLUTRIAFOL = 128940",1.8
"1406",9067,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"APPLICATIONS","NUMBER","CHEMICAL"," OTHER","REYNOUTRIA SACHALINE = 55809",1.5
"1407",9068,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","AZOXYSTROBIN = 128810",22
"1408",9069,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482",8
"1409",9070,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BACILLUS PUMILUS = 6485",2
"1410",9071,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BACILLUS SUBTILIS = 6479",2
"1411",9072,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BLAD = 30006",17
"1412",9074,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","BOSCALID = 128008",49
"1413",9075,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","CAPTAN = 81301",88
"1414",9077,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","CYFLUFENAMID = 555550",25
"1415",9078,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","CYPRODINIL = 288202",66
"1416",9079,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FENHEXAMID = 90209",37
"1417",9080,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FLUDIOXONIL = 71503",66
"1418",9081,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FLUOPYRAM = 80302",17
"1419",9082,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","FLUXAPYROXAD = 138009",37
"1420",9085,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","MEFENOXAM = 113502",12
"1421",9087,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","MYCLOBUTANIL = 128857",41
"1422",9088,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PENTHIOPYRAD = 90112",29
"1423",9089,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","POLYOXIN D ZINC SALT = 230000",33
"1424",9090,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","POTASSIUM BICARBON. = 73508",34
"1425",9091,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PROPICONAZOLE = 122101",31
"1426",9092,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PYRACLOSTROBIN = 99100",65
"1427",9093,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","PYRIMETHANIL = 288201",33
"1428",9094,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","QUINOLINE = 55459",53
"1429",9096,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","SULFUR = 77501",82
"1430",9097,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TETRACONAZOLE = 120603",30
"1431",9098,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","THIOPHANATE-METHYL = 102001",11
"1432",9100,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TOTAL",96
"1433",9101,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TRIFLOXYSTROBIN = 129112",31
"1434",9102,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," FUNGICIDE","TRIFLUMIZOLE = 128879",35
"1435",9104,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","FLUMIOXAZIN = 129034",12
"1436",9105,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","OXYFLUORFEN = 111601",15
"1437",9106,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","PENDIMETHALIN = 108501",18
"1438",9108,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," HERBICIDE","TOTAL",22
"1439",9109,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ABAMECTIN = 122804",34
"1440",9110,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ACEQUINOCYL = 6329",19
"1441",9111,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","ACETAMIPRID = 99050",46
"1442",9112,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","AZADIRACHTIN = 121701",59
"1443",9113,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BIFENAZATE = 586",25
"1444",9114,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BIFENTHRIN = 128825",43
"1445",9115,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT KURSTAK ABTS-1857 = 6523",36
"1446",9116,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT KURSTAKI ABTS-351 = 6522",4
"1447",9117,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","BT KURSTAKI SA-11 = 6519",37
"1448",9121,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CHLORANTRANILIPROLE = 90100",37
"1449",9123,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329",4
"1450",9124,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","CYFLUMETOFEN= 138831",33
"1451",9126,2016,"CALIFORNIA","STRAWBERRIES","BEARING",NA,"TREATED","PCT OF AREA BEARING","CHEMICAL"," INSECTICIDE","FENPROPATHRIN = 127901",27
