,Year,State,Commodity,Type,Production,Marketing,Measure,Domain,Chemi_family,Materials,Value
11799,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,IMIDACLOPRID = 129099,(D)
11800,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,INDOXACARB = 67710,(D)
11801,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,MALATHION = 57701,13200
11802,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,METHOMYL = 90301,1000
11803,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,METHOXYFENOZIDE = 121027,(D)
11804,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,PHOSMET = 59201,(D)
11805,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,PYRETHRINS = 69001,(D)
11806,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,PYRIPROXYFEN = 129032,(D)
11807,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,SPINETORAM = 110008,100
11808,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,SPINETORAM-L = 110009,100
11809,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,SPINOSAD = 110003,(Z)
11810,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,THIACLOPRID = 14019,(D)
11811,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,THIAMETHOXAM = 60109,300
11812,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,TOTAL,19500
11813,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,ZETA-CYPERMETHRIN = 129064,500
11814,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,CUPRAMMONIUM ACETATE = 36011,(D)
11815,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,CYTOKININS = 116801,(D)
11816,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,HYDROGEN PEROXIDE = 595,(D)
11817,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,METHYL ANTHRANILATE = 128725,(D)
11818,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,MINERAL OIL = 63502,19200
11819,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,REYNOUTRIA SACHALINE = 55809,100
11820,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,TOTAL,20800
11821,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,ZINC PHOSPHIDE = 88601,(D)
11822,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,FERTILIZER,NA,NITROGEN,379000
11823,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,FERTILIZER,NA,PHOSPHATE,165000
11824,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,FERTILIZER,NA,POTASH,314000
11825,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,FERTILIZER,NA,SULFUR,250000
11826,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,AZOXYSTROBIN = 128810,0.191
11827,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,BACILLUS SUBTILIS = 6479,(NA)
11828,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,BASIC COPPER SULFATE = 8101,2.455
11829,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,BOSCALID = 128008,0.344
11830,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,CALCIUM POLYSULFIDE = 76702,(D)
11831,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,CAPTAN = 81301,1.822
11832,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,CHLOROTHALONIL = 81901,(D)
11833,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,COPPER AMM. COMPLEX = 22702,(D)
11834,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,COPPER CHLORIDE HYD. = 23501,(D)
11835,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,COPPER HYDROXIDE = 23401,0.869
11836,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,CYPRODINIL = 288202,0.326
11837,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,FENBUCONAZOLE = 129011,0.134
11838,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,FENHEXAMID = 90209,0.659
11839,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,FLUAZINAM = 129098,(D)
11840,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,FLUDIOXONIL = 71503,0.218
11841,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,FOSETYL-AL = 123301,(D)
11842,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,IPRODIONE = 109801,0.884
11843,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,MEFENOXAM = 113502,(D)
11844,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,METCONAZOLE = 125619,(D)
11845,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,MONO-POTASSIUM SALT = 76416,(D)
11846,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,MYCLOBUTANIL = 128857,(D)
11847,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,POTASSIUM PHOSPHATE = 76413,(D)
11848,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,PROPICONAZOLE = 122101,(D)
11849,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,PYRACLOSTROBIN = 99100,0.175
11850,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,SULFUR = 77501,(D)
11851,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,ZIRAM = 34805,(D)
11852,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,"2,4-D, DIETH. SALT = 30016",(D)
11853,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,"2,4-D, DIMETH. SALT = 30019",(D)
11854,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,CARFENTRAZONE-ETHYL = 128712,(D)
11855,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,CLETHODIM = 121011,0.22
11856,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,CLOPYRALID MONO SALT = 117401,0.111
11857,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,DICHLOBENIL = 27401,2.638
11858,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,DIURON = 35505,1.057
11859,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,FLUMIOXAZIN = 129034,0.293
11860,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,GLUFOSINATE-AMMONIUM = 128850,0.551
11861,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE AMM. SALT = 103604,(D)
11862,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE ISO. SALT = 103601,1.03
11863,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,HALOSULFURON-METHYL = 128721,(D)
11864,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,HEXAZINONE = 107201,(D)
11865,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,ISOXABEN = 125851,(D)
11866,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,LINURON = 35506,(D)
11867,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,MESOTRIONE = 122990,0.112
11868,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,METSULFURON-METHYL = 122010,(D)
11869,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,NAPROPAMIDE = 103001,(D)
11870,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,NORFLURAZON = 105801,1.787
11871,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,ORYZALIN = 104201,2.635
11872,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,OXYFLUORFEN = 111601,(D)
11873,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,PARAQUAT = 61601,0.401
11874,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,PRONAMIDE = 101701,(D)
11875,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,QUINCLORAC = 128974,(D)
11876,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,RIMSULFURON = 129009,(D)
11877,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,S-METOLACHLOR = 108800,(D)
11878,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,SETHOXYDIM = 121001,(D)
11879,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,SIMAZINE = 80807,1.241
11880,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,SULFENTRAZONE = 129081,0.337
11881,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,TERBACIL = 12701,(D)
11882,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,THIFENSULFURON = 128845,(D)
11883,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, HERBICIDE,TRIBENURON-METHYL = 128887,(D)
11884,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BETA-CYFLUTHRIN = 118831,(D)
11885,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BIFENTHRIN = 128825,0.096
11886,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI ABTS-351 = 6522,(NA)
11887,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,BT KURSTAKI SA-11 = 6519,(NA)
11888,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,CARBARYL = 56801,(D)
11889,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,CHLORANTRANILIPROLE = 90100,(D)
11890,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329,(NA)
11891,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,DIAZINON = 57801,0.639
11892,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,ESFENVALERATE = 109303,0.047
11893,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,FENPROPATHRIN = 127901,0.285
11894,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,IMIDACLOPRID = 129099,(D)
11895,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,INDOXACARB = 67710,(D)
11896,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,MALATHION = 57701,1.238
11897,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,METHOMYL = 90301,0.644
11898,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,METHOXYFENOZIDE = 121027,(D)
11899,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,PHOSMET = 59201,(D)
11900,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,PYRETHRINS = 69001,(D)
11901,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,PYRIPROXYFEN = 129032,(D)
11902,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,SPINETORAM = 110008,0.037
11903,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,SPINETORAM-L = 110009,0.037
11904,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,SPINOSAD = 110003,0.083
11905,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,THIACLOPRID = 14019,(D)
11906,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,THIAMETHOXAM = 60109,0.075
11907,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, INSECTICIDE,ZETA-CYPERMETHRIN = 129064,0.026
11908,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,CUPRAMMONIUM ACETATE = 36011,(D)
11909,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,CYTOKININS = 116801,(D)
11910,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,HYDROGEN PEROXIDE = 595,(D)
11911,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,METHYL ANTHRANILATE = 128725,(D)
11912,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,MINERAL OIL = 63502,10.517
11913,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,REYNOUTRIA SACHALINE = 55809,0.153
11914,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, OTHER,ZINC PHOSPHIDE = 88601,(D)
11915,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",FERTILIZER,NA,NITROGEN,23
11916,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",FERTILIZER,NA,PHOSPHATE,12
11917,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",FERTILIZER,NA,POTASH,20
11918,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",FERTILIZER,NA,SULFUR,33
11919,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,AZOXYSTROBIN = 128810,0.419
11920,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,BACILLUS SUBTILIS = 6479,(NA)
11921,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,BASIC COPPER SULFATE = 8101,2.725
11922,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,BOSCALID = 128008,0.759
11923,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CALCIUM POLYSULFIDE = 76702,(D)
11924,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CAPTAN = 81301,2.647
11925,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CHLOROTHALONIL = 81901,(D)
11926,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,COPPER AMM. COMPLEX = 22702,(D)
11927,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,COPPER CHLORIDE HYD. = 23501,(D)
11928,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,COPPER HYDROXIDE = 23401,1.18
11929,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,CYPRODINIL = 288202,0.582
11930,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FENBUCONAZOLE = 129011,0.168
11931,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FENHEXAMID = 90209,0.793
11932,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FLUAZINAM = 129098,(D)
11933,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FLUDIOXONIL = 71503,0.388
11934,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,FOSETYL-AL = 123301,(D)
11935,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,IPRODIONE = 109801,1.78
11936,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,MEFENOXAM = 113502,(D)
11937,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,METCONAZOLE = 125619,(D)
11938,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,MONO-POTASSIUM SALT = 76416,(D)
11939,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,MYCLOBUTANIL = 128857,(D)
11940,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,POTASSIUM PHOSPHATE = 76413,(D)
11941,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,PROPICONAZOLE = 122101,(D)
11942,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,PYRACLOSTROBIN = 99100,0.386
11943,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,SULFUR = 77501,(D)
11944,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, FUNGICIDE,ZIRAM = 34805,(D)
11945,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,"2,4-D, DIETH. SALT = 30016",(D)
11946,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,"2,4-D, DIMETH. SALT = 30019",(D)
11947,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,CARFENTRAZONE-ETHYL = 128712,(D)
11948,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,CLETHODIM = 121011,0.254
11949,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,CLOPYRALID MONO SALT = 117401,0.113
11950,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,DICHLOBENIL = 27401,2.819
11951,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,DIURON = 35505,1.404
11952,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,FLUMIOXAZIN = 129034,0.296
11953,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,GLUFOSINATE-AMMONIUM = 128850,0.874
11954,2015,OREGON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / YEAR, AVG",CHEMICAL, HERBICIDE,GLYPHOSATE AMM. SALT = 103604,(D)
